arch,name,features,unsafe,stability,file,doc,signature,instruction
aarch64,sveor_n_u16_m,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_n_u16]_m),"fn sveor_n_u16_m(pg: svbool_t, op1: svuint16_t, op2: u16) -> svuint16_t",eor
aarch64,sveor_u16_x,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_u16]_x),"fn sveor_u16_x(pg: svbool_t, op1: svuint16_t, op2: svuint16_t) -> svuint16_t",eor
aarch64,sveor_n_u16_x,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_n_u16]_x),"fn sveor_n_u16_x(pg: svbool_t, op1: svuint16_t, op2: u16) -> svuint16_t",eor
aarch64,sveor_u16_z,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_u16]_z),"fn sveor_u16_z(pg: svbool_t, op1: svuint16_t, op2: svuint16_t) -> svuint16_t",eor
aarch64,sveor_n_u16_z,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_n_u16]_z),"fn sveor_n_u16_z(pg: svbool_t, op1: svuint16_t, op2: u16) -> svuint16_t",eor
aarch64,sveor_u32_m,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_u32]_m),"fn sveor_u32_m(pg: svbool_t, op1: svuint32_t, op2: svuint32_t) -> svuint32_t",eor
aarch64,sveor_n_u32_m,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_n_u32]_m),"fn sveor_n_u32_m(pg: svbool_t, op1: svuint32_t, op2: u32) -> svuint32_t",eor
aarch64,sveor_u32_x,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_u32]_x),"fn sveor_u32_x(pg: svbool_t, op1: svuint32_t, op2: svuint32_t) -> svuint32_t",eor
aarch64,sveor_n_u32_x,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_n_u32]_x),"fn sveor_n_u32_x(pg: svbool_t, op1: svuint32_t, op2: u32) -> svuint32_t",eor
aarch64,sveor_u32_z,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_u32]_z),"fn sveor_u32_z(pg: svbool_t, op1: svuint32_t, op2: svuint32_t) -> svuint32_t",eor
aarch64,sveor_n_u32_z,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_n_u32]_z),"fn sveor_n_u32_z(pg: svbool_t, op1: svuint32_t, op2: u32) -> svuint32_t",eor
aarch64,sveor_u64_m,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_u64]_m),"fn sveor_u64_m(pg: svbool_t, op1: svuint64_t, op2: svuint64_t) -> svuint64_t",eor
aarch64,sveor_n_u64_m,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_n_u64]_m),"fn sveor_n_u64_m(pg: svbool_t, op1: svuint64_t, op2: u64) -> svuint64_t",eor
aarch64,sveor_u64_x,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_u64]_x),"fn sveor_u64_x(pg: svbool_t, op1: svuint64_t, op2: svuint64_t) -> svuint64_t",eor
aarch64,sveor_n_u64_x,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_n_u64]_x),"fn sveor_n_u64_x(pg: svbool_t, op1: svuint64_t, op2: u64) -> svuint64_t",eor
aarch64,sveor_u64_z,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_u64]_z),"fn sveor_u64_z(pg: svbool_t, op1: svuint64_t, op2: svuint64_t) -> svuint64_t",eor
aarch64,sveor_n_u64_z,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveor[_n_u64]_z),"fn sveor_n_u64_z(pg: svbool_t, op1: svuint64_t, op2: u64) -> svuint64_t",eor
aarch64,sveorv_s8,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR reduction to scalar [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveorv[_s8]),"fn sveorv_s8(pg: svbool_t, op: svint8_t) -> i8",eorv
aarch64,sveorv_s16,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR reduction to scalar [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveorv[_s16]),"fn sveorv_s16(pg: svbool_t, op: svint16_t) -> i16",eorv
aarch64,sveorv_s32,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR reduction to scalar [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveorv[_s32]),"fn sveorv_s32(pg: svbool_t, op: svint32_t) -> i32",eorv
aarch64,sveorv_s64,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR reduction to scalar [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveorv[_s64]),"fn sveorv_s64(pg: svbool_t, op: svint64_t) -> i64",eorv
aarch64,sveorv_u8,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR reduction to scalar [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveorv[_u8]),"fn sveorv_u8(pg: svbool_t, op: svuint8_t) -> u8",eorv
aarch64,sveorv_u16,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR reduction to scalar [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveorv[_u16]),"fn sveorv_u16(pg: svbool_t, op: svuint16_t) -> u16",eorv
aarch64,sveorv_u32,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR reduction to scalar [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveorv[_u32]),"fn sveorv_u32(pg: svbool_t, op: svuint32_t) -> u32",eorv
aarch64,sveorv_u64,sve,False,unstable,sve/generated.rs,Bitwise exclusive OR reduction to scalar [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/sveorv[_u64]),"fn sveorv_u64(pg: svbool_t, op: svuint64_t) -> u64",eorv
aarch64,svexpa_f32,sve,False,unstable,sve/generated.rs,Floating-point exponential accelerator [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexpa[_f32]),fn svexpa_f32(op: svuint32_t) -> svfloat32_t,fexpa
aarch64,svexpa_f64,sve,False,unstable,sve/generated.rs,Floating-point exponential accelerator [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexpa[_f64]),fn svexpa_f64(op: svuint64_t) -> svfloat64_t,fexpa
aarch64,svext_f32,sve,False,unstable,sve/generated.rs,Extract vector from pair of vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svext[_f32]),"fn svext_f32<IMM3: i32>(op1: svfloat32_t, op2: svfloat32_t) -> svfloat32_t",ext
aarch64,svext_f64,sve,False,unstable,sve/generated.rs,Extract vector from pair of vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svext[_f64]),"fn svext_f64<IMM3: i32>(op1: svfloat64_t, op2: svfloat64_t) -> svfloat64_t",ext
aarch64,svext_s8,sve,False,unstable,sve/generated.rs,Extract vector from pair of vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svext[_s8]),"fn svext_s8<IMM3: i32>(op1: svint8_t, op2: svint8_t) -> svint8_t",ext
aarch64,svext_s16,sve,False,unstable,sve/generated.rs,Extract vector from pair of vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svext[_s16]),"fn svext_s16<IMM3: i32>(op1: svint16_t, op2: svint16_t) -> svint16_t",ext
aarch64,svext_s32,sve,False,unstable,sve/generated.rs,Extract vector from pair of vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svext[_s32]),"fn svext_s32<IMM3: i32>(op1: svint32_t, op2: svint32_t) -> svint32_t",ext
aarch64,svext_s64,sve,False,unstable,sve/generated.rs,Extract vector from pair of vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svext[_s64]),"fn svext_s64<IMM3: i32>(op1: svint64_t, op2: svint64_t) -> svint64_t",ext
aarch64,svext_u8,sve,False,unstable,sve/generated.rs,Extract vector from pair of vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svext[_u8]),"fn svext_u8<IMM3: i32>(op1: svuint8_t, op2: svuint8_t) -> svuint8_t",ext
aarch64,svext_u16,sve,False,unstable,sve/generated.rs,Extract vector from pair of vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svext[_u16]),"fn svext_u16<IMM3: i32>(op1: svuint16_t, op2: svuint16_t) -> svuint16_t",ext
aarch64,svext_u32,sve,False,unstable,sve/generated.rs,Extract vector from pair of vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svext[_u32]),"fn svext_u32<IMM3: i32>(op1: svuint32_t, op2: svuint32_t) -> svuint32_t",ext
aarch64,svext_u64,sve,False,unstable,sve/generated.rs,Extract vector from pair of vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svext[_u64]),"fn svext_u64<IMM3: i32>(op1: svuint64_t, op2: svuint64_t) -> svuint64_t",ext
aarch64,svextb_s16_m,sve,False,unstable,sve/generated.rs,Sign-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_s16]_m),"fn svextb_s16_m(inactive: svint16_t, pg: svbool_t, op: svint16_t) -> svint16_t",sxtb
aarch64,svextb_s16_x,sve,False,unstable,sve/generated.rs,Sign-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_s16]_x),"fn svextb_s16_x(pg: svbool_t, op: svint16_t) -> svint16_t",sxtb
aarch64,svextb_s16_z,sve,False,unstable,sve/generated.rs,Sign-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_s16]_z),"fn svextb_s16_z(pg: svbool_t, op: svint16_t) -> svint16_t",sxtb
aarch64,svextb_s32_m,sve,False,unstable,sve/generated.rs,Sign-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_s32]_m),"fn svextb_s32_m(inactive: svint32_t, pg: svbool_t, op: svint32_t) -> svint32_t",sxtb
aarch64,svextb_s32_x,sve,False,unstable,sve/generated.rs,Sign-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_s32]_x),"fn svextb_s32_x(pg: svbool_t, op: svint32_t) -> svint32_t",sxtb
aarch64,svextb_s32_z,sve,False,unstable,sve/generated.rs,Sign-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_s32]_z),"fn svextb_s32_z(pg: svbool_t, op: svint32_t) -> svint32_t",sxtb
aarch64,svexth_s32_m,sve,False,unstable,sve/generated.rs,Sign-extend the low 16 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexth[_s32]_m),"fn svexth_s32_m(inactive: svint32_t, pg: svbool_t, op: svint32_t) -> svint32_t",sxth
aarch64,svexth_s32_x,sve,False,unstable,sve/generated.rs,Sign-extend the low 16 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexth[_s32]_x),"fn svexth_s32_x(pg: svbool_t, op: svint32_t) -> svint32_t",sxth
aarch64,svexth_s32_z,sve,False,unstable,sve/generated.rs,Sign-extend the low 16 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexth[_s32]_z),"fn svexth_s32_z(pg: svbool_t, op: svint32_t) -> svint32_t",sxth
aarch64,svextb_s64_m,sve,False,unstable,sve/generated.rs,Sign-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_s64]_m),"fn svextb_s64_m(inactive: svint64_t, pg: svbool_t, op: svint64_t) -> svint64_t",sxtb
aarch64,svextb_s64_x,sve,False,unstable,sve/generated.rs,Sign-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_s64]_x),"fn svextb_s64_x(pg: svbool_t, op: svint64_t) -> svint64_t",sxtb
aarch64,svextb_s64_z,sve,False,unstable,sve/generated.rs,Sign-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_s64]_z),"fn svextb_s64_z(pg: svbool_t, op: svint64_t) -> svint64_t",sxtb
aarch64,svexth_s64_m,sve,False,unstable,sve/generated.rs,Sign-extend the low 16 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexth[_s64]_m),"fn svexth_s64_m(inactive: svint64_t, pg: svbool_t, op: svint64_t) -> svint64_t",sxth
aarch64,svexth_s64_x,sve,False,unstable,sve/generated.rs,Sign-extend the low 16 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexth[_s64]_x),"fn svexth_s64_x(pg: svbool_t, op: svint64_t) -> svint64_t",sxth
aarch64,svexth_s64_z,sve,False,unstable,sve/generated.rs,Sign-extend the low 16 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexth[_s64]_z),"fn svexth_s64_z(pg: svbool_t, op: svint64_t) -> svint64_t",sxth
aarch64,svextw_s64_m,sve,False,unstable,sve/generated.rs,Sign-extend the low 32 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextw[_s64]_m),"fn svextw_s64_m(inactive: svint64_t, pg: svbool_t, op: svint64_t) -> svint64_t",sxtw
aarch64,svextw_s64_x,sve,False,unstable,sve/generated.rs,Sign-extend the low 32 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextw[_s64]_x),"fn svextw_s64_x(pg: svbool_t, op: svint64_t) -> svint64_t",sxtw
aarch64,svextw_s64_z,sve,False,unstable,sve/generated.rs,Sign-extend the low 32 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextw[_s64]_z),"fn svextw_s64_z(pg: svbool_t, op: svint64_t) -> svint64_t",sxtw
aarch64,svextb_u16_m,sve,False,unstable,sve/generated.rs,Zero-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_u16]_m),"fn svextb_u16_m(inactive: svuint16_t, pg: svbool_t, op: svuint16_t) -> svuint16_t",uxtb
aarch64,svextb_u16_x,sve,False,unstable,sve/generated.rs,Zero-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_u16]_x),"fn svextb_u16_x(pg: svbool_t, op: svuint16_t) -> svuint16_t",uxtb
aarch64,svextb_u16_z,sve,False,unstable,sve/generated.rs,Zero-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_u16]_z),"fn svextb_u16_z(pg: svbool_t, op: svuint16_t) -> svuint16_t",uxtb
aarch64,svextb_u32_m,sve,False,unstable,sve/generated.rs,Zero-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_u32]_m),"fn svextb_u32_m(inactive: svuint32_t, pg: svbool_t, op: svuint32_t) -> svuint32_t",uxtb
aarch64,svextb_u32_x,sve,False,unstable,sve/generated.rs,Zero-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_u32]_x),"fn svextb_u32_x(pg: svbool_t, op: svuint32_t) -> svuint32_t",uxtb
aarch64,svextb_u32_z,sve,False,unstable,sve/generated.rs,Zero-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_u32]_z),"fn svextb_u32_z(pg: svbool_t, op: svuint32_t) -> svuint32_t",uxtb
aarch64,svexth_u32_m,sve,False,unstable,sve/generated.rs,Zero-extend the low 16 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexth[_u32]_m),"fn svexth_u32_m(inactive: svuint32_t, pg: svbool_t, op: svuint32_t) -> svuint32_t",uxth
aarch64,svexth_u32_x,sve,False,unstable,sve/generated.rs,Zero-extend the low 16 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexth[_u32]_x),"fn svexth_u32_x(pg: svbool_t, op: svuint32_t) -> svuint32_t",uxth
aarch64,svexth_u32_z,sve,False,unstable,sve/generated.rs,Zero-extend the low 16 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexth[_u32]_z),"fn svexth_u32_z(pg: svbool_t, op: svuint32_t) -> svuint32_t",uxth
aarch64,svextb_u64_m,sve,False,unstable,sve/generated.rs,Zero-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_u64]_m),"fn svextb_u64_m(inactive: svuint64_t, pg: svbool_t, op: svuint64_t) -> svuint64_t",uxtb
aarch64,svextb_u64_x,sve,False,unstable,sve/generated.rs,Zero-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_u64]_x),"fn svextb_u64_x(pg: svbool_t, op: svuint64_t) -> svuint64_t",uxtb
aarch64,svextb_u64_z,sve,False,unstable,sve/generated.rs,Zero-extend the low 8 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextb[_u64]_z),"fn svextb_u64_z(pg: svbool_t, op: svuint64_t) -> svuint64_t",uxtb
aarch64,svexth_u64_m,sve,False,unstable,sve/generated.rs,Zero-extend the low 16 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexth[_u64]_m),"fn svexth_u64_m(inactive: svuint64_t, pg: svbool_t, op: svuint64_t) -> svuint64_t",uxth
aarch64,svexth_u64_x,sve,False,unstable,sve/generated.rs,Zero-extend the low 16 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexth[_u64]_x),"fn svexth_u64_x(pg: svbool_t, op: svuint64_t) -> svuint64_t",uxth
aarch64,svexth_u64_z,sve,False,unstable,sve/generated.rs,Zero-extend the low 16 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svexth[_u64]_z),"fn svexth_u64_z(pg: svbool_t, op: svuint64_t) -> svuint64_t",uxth
aarch64,svextw_u64_m,sve,False,unstable,sve/generated.rs,Zero-extend the low 32 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextw[_u64]_m),"fn svextw_u64_m(inactive: svuint64_t, pg: svbool_t, op: svuint64_t) -> svuint64_t",uxtw
aarch64,svextw_u64_x,sve,False,unstable,sve/generated.rs,Zero-extend the low 32 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextw[_u64]_x),"fn svextw_u64_x(pg: svbool_t, op: svuint64_t) -> svuint64_t",uxtw
aarch64,svextw_u64_z,sve,False,unstable,sve/generated.rs,Zero-extend the low 32 bits [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svextw[_u64]_z),"fn svextw_u64_z(pg: svbool_t, op: svuint64_t) -> svuint64_t",uxtw
aarch64,svget2_f32,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of two vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget2[_f32]),fn svget2_f32<IMM_INDEX: i32>(tuple: svfloat32x2_t) -> svfloat32_t,
aarch64,svget2_f64,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of two vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget2[_f64]),fn svget2_f64<IMM_INDEX: i32>(tuple: svfloat64x2_t) -> svfloat64_t,
aarch64,svget2_s8,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of two vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget2[_s8]),fn svget2_s8<IMM_INDEX: i32>(tuple: svint8x2_t) -> svint8_t,
aarch64,svget2_s16,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of two vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget2[_s16]),fn svget2_s16<IMM_INDEX: i32>(tuple: svint16x2_t) -> svint16_t,
aarch64,svget2_s32,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of two vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget2[_s32]),fn svget2_s32<IMM_INDEX: i32>(tuple: svint32x2_t) -> svint32_t,
aarch64,svget2_s64,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of two vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget2[_s64]),fn svget2_s64<IMM_INDEX: i32>(tuple: svint64x2_t) -> svint64_t,
aarch64,svget2_u8,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of two vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget2[_u8]),fn svget2_u8<IMM_INDEX: i32>(tuple: svuint8x2_t) -> svuint8_t,
aarch64,svget2_u16,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of two vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget2[_u16]),fn svget2_u16<IMM_INDEX: i32>(tuple: svuint16x2_t) -> svuint16_t,
aarch64,svget2_u32,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of two vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget2[_u32]),fn svget2_u32<IMM_INDEX: i32>(tuple: svuint32x2_t) -> svuint32_t,
aarch64,svget2_u64,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of two vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget2[_u64]),fn svget2_u64<IMM_INDEX: i32>(tuple: svuint64x2_t) -> svuint64_t,
aarch64,svget3_f32,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of three vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget3[_f32]),fn svget3_f32<IMM_INDEX: i32>(tuple: svfloat32x3_t) -> svfloat32_t,
aarch64,svget3_f64,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of three vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget3[_f64]),fn svget3_f64<IMM_INDEX: i32>(tuple: svfloat64x3_t) -> svfloat64_t,
aarch64,svget3_s8,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of three vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget3[_s8]),fn svget3_s8<IMM_INDEX: i32>(tuple: svint8x3_t) -> svint8_t,
aarch64,svget3_s16,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of three vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget3[_s16]),fn svget3_s16<IMM_INDEX: i32>(tuple: svint16x3_t) -> svint16_t,
aarch64,svget3_s32,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of three vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget3[_s32]),fn svget3_s32<IMM_INDEX: i32>(tuple: svint32x3_t) -> svint32_t,
aarch64,svget3_s64,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of three vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget3[_s64]),fn svget3_s64<IMM_INDEX: i32>(tuple: svint64x3_t) -> svint64_t,
aarch64,svget3_u8,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of three vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget3[_u8]),fn svget3_u8<IMM_INDEX: i32>(tuple: svuint8x3_t) -> svuint8_t,
aarch64,svget3_u16,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of three vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget3[_u16]),fn svget3_u16<IMM_INDEX: i32>(tuple: svuint16x3_t) -> svuint16_t,
aarch64,svget3_u32,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of three vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget3[_u32]),fn svget3_u32<IMM_INDEX: i32>(tuple: svuint32x3_t) -> svuint32_t,
aarch64,svget3_u64,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of three vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget3[_u64]),fn svget3_u64<IMM_INDEX: i32>(tuple: svuint64x3_t) -> svuint64_t,
aarch64,svget4_f32,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of four vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget4[_f32]),fn svget4_f32<IMM_INDEX: i32>(tuple: svfloat32x4_t) -> svfloat32_t,
aarch64,svget4_f64,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of four vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget4[_f64]),fn svget4_f64<IMM_INDEX: i32>(tuple: svfloat64x4_t) -> svfloat64_t,
aarch64,svget4_s8,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of four vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget4[_s8]),fn svget4_s8<IMM_INDEX: i32>(tuple: svint8x4_t) -> svint8_t,
aarch64,svget4_s16,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of four vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget4[_s16]),fn svget4_s16<IMM_INDEX: i32>(tuple: svint16x4_t) -> svint16_t,
aarch64,svget4_s32,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of four vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget4[_s32]),fn svget4_s32<IMM_INDEX: i32>(tuple: svint32x4_t) -> svint32_t,
aarch64,svget4_s64,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of four vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget4[_s64]),fn svget4_s64<IMM_INDEX: i32>(tuple: svint64x4_t) -> svint64_t,
aarch64,svget4_u8,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of four vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget4[_u8]),fn svget4_u8<IMM_INDEX: i32>(tuple: svuint8x4_t) -> svuint8_t,
aarch64,svget4_u16,sve,False,unstable,sve/generated.rs,Extract one vector from a tuple of four vectors [Arm's documentation](https://developer.arm.com/architectures/instruction-sets/intrinsics/svget4[_u16]),fn svget4_u16<IMM_INDEX: i32>(tuple: svuint16x4_t) -> svuint16_t,
