arch,name,features,unsafe,stability,file,doc,signature,instruction
x86_64,_mm_movm_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,Set each packed 8-bit integer in dst to all ones or all zeros based on the value of the corresponding bit in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_movm_epi8&expand=3893),fn _mm_movm_epi8(k: __mmask16) -> __m128i,vpmovm2b
x86_64,_cvtmask32_u32,avx512bw,False,stable,avx512bw.rs,"Convert 32-bit mask a into an integer value, and store the result in dst.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#_cvtmask32_u32)",fn _cvtmask32_u32(a: __mmask32) -> u32,
x86_64,_cvtu32_mask32,avx512bw,False,stable,avx512bw.rs,"Convert integer value a into an 32-bit mask, and store the result in k.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_cvtu32_mask32)",fn _cvtu32_mask32(a: u32) -> __mmask32,
x86_64,_kadd_mask32,avx512bw,False,stable,avx512bw.rs,"Add 32-bit masks in a and b, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kadd_mask32&expand=3207)","fn _kadd_mask32(a: __mmask32, b: __mmask32) -> __mmask32",
x86_64,_kadd_mask64,avx512bw,False,stable,avx512bw.rs,"Add 64-bit masks in a and b, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kadd_mask64&expand=3208)","fn _kadd_mask64(a: __mmask64, b: __mmask64) -> __mmask64",
x86_64,_kand_mask32,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise AND of 32-bit masks a and b, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kand_mask32&expand=3213)","fn _kand_mask32(a: __mmask32, b: __mmask32) -> __mmask32",
x86_64,_kand_mask64,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise AND of 64-bit masks a and b, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kand_mask64&expand=3214)","fn _kand_mask64(a: __mmask64, b: __mmask64) -> __mmask64",
x86_64,_knot_mask32,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise NOT of 32-bit mask a, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_knot_mask32&expand=3234)",fn _knot_mask32(a: __mmask32) -> __mmask32,
x86_64,_knot_mask64,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise NOT of 64-bit mask a, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_knot_mask64&expand=3235)",fn _knot_mask64(a: __mmask64) -> __mmask64,
x86_64,_kandn_mask32,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise NOT of 32-bit masks a and then AND with b, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kandn_mask32&expand=3219)","fn _kandn_mask32(a: __mmask32, b: __mmask32) -> __mmask32",
x86_64,_kandn_mask64,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise NOT of 64-bit masks a and then AND with b, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kandn_mask64&expand=3220)","fn _kandn_mask64(a: __mmask64, b: __mmask64) -> __mmask64",
x86_64,_kor_mask32,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise OR of 32-bit masks a and b, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kor_mask32&expand=3240)","fn _kor_mask32(a: __mmask32, b: __mmask32) -> __mmask32",
x86_64,_kor_mask64,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise OR of 64-bit masks a and b, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kor_mask64&expand=3241)","fn _kor_mask64(a: __mmask64, b: __mmask64) -> __mmask64",
x86_64,_kxor_mask32,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise XOR of 32-bit masks a and b, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kxor_mask32&expand=3292)","fn _kxor_mask32(a: __mmask32, b: __mmask32) -> __mmask32",
x86_64,_kxor_mask64,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise XOR of 64-bit masks a and b, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kxor_mask64&expand=3293)","fn _kxor_mask64(a: __mmask64, b: __mmask64) -> __mmask64",
x86_64,_kxnor_mask32,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise XNOR of 32-bit masks a and b, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kxnor_mask32&expand=3286)","fn _kxnor_mask32(a: __mmask32, b: __mmask32) -> __mmask32",
x86_64,_kxnor_mask64,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise XNOR of 64-bit masks a and b, and store the result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kxnor_mask64&expand=3287)","fn _kxnor_mask64(a: __mmask64, b: __mmask64) -> __mmask64",
x86_64,_kortest_mask32_u8,avx512bw,True,stable,avx512bw.rs,"Compute the bitwise OR of 32-bit masks a and b. If the result is all zeros, store 1 in dst, otherwise store 0 in dst. If the result is all ones, store 1 in all_ones, otherwise store 0 in all_ones.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kortest_mask32_u8)","fn _kortest_mask32_u8(a: __mmask32, b: __mmask32, all_ones: *mut u8) -> u8",
x86_64,_kortest_mask64_u8,avx512bw,True,stable,avx512bw.rs,"Compute the bitwise OR of 64-bit masks a and b. If the result is all zeros, store 1 in dst, otherwise store 0 in dst. If the result is all ones, store 1 in all_ones, otherwise store 0 in all_ones.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kortest_mask64_u8)","fn _kortest_mask64_u8(a: __mmask64, b: __mmask64, all_ones: *mut u8) -> u8",
x86_64,_kortestc_mask32_u8,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise OR of 32-bit masks a and b. If the result is all ones, store 1 in dst, otherwise store 0 in dst.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kortestc_mask32_u8)","fn _kortestc_mask32_u8(a: __mmask32, b: __mmask32) -> u8",
x86_64,_kortestc_mask64_u8,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise OR of 64-bit masks a and b. If the result is all ones, store 1 in dst, otherwise store 0 in dst.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kortestc_mask64_u8)","fn _kortestc_mask64_u8(a: __mmask64, b: __mmask64) -> u8",
x86_64,_kortestz_mask32_u8,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise OR of 32-bit masks a and b. If the result is all zeros, store 1 in dst, otherwise store 0 in dst.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kortestz_mask32_u8)","fn _kortestz_mask32_u8(a: __mmask32, b: __mmask32) -> u8",
x86_64,_kortestz_mask64_u8,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise OR of 64-bit masks a and b. If the result is all zeros, store 1 in dst, otherwise store 0 in dst.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kortestz_mask64_u8)","fn _kortestz_mask64_u8(a: __mmask64, b: __mmask64) -> u8",
x86_64,_kshiftli_mask32,avx512bw,False,stable,avx512bw.rs,"Shift the bits of 32-bit mask a left by count while shifting in zeros, and store the least significant 32 bits of the result in k.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kshiftli_mask32)",fn _kshiftli_mask32<COUNT: u32>(a: __mmask32) -> __mmask32,
x86_64,_kshiftli_mask64,avx512bw,False,stable,avx512bw.rs,"Shift the bits of 64-bit mask a left by count while shifting in zeros, and store the least significant 32 bits of the result in k.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kshiftli_mask64)",fn _kshiftli_mask64<COUNT: u32>(a: __mmask64) -> __mmask64,
x86_64,_kshiftri_mask32,avx512bw,False,stable,avx512bw.rs,"Shift the bits of 32-bit mask a right by count while shifting in zeros, and store the least significant 32 bits of the result in k.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kshiftri_mask32)",fn _kshiftri_mask32<COUNT: u32>(a: __mmask32) -> __mmask32,
x86_64,_kshiftri_mask64,avx512bw,False,stable,avx512bw.rs,"Shift the bits of 64-bit mask a right by count while shifting in zeros, and store the least significant 32 bits of the result in k.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_kshiftri_mask64)",fn _kshiftri_mask64<COUNT: u32>(a: __mmask64) -> __mmask64,
x86_64,_ktest_mask32_u8,avx512bw,True,stable,avx512bw.rs,"Compute the bitwise AND of 32-bit masks a and b, and if the result is all zeros, store 1 in dst, otherwise store 0 in dst. Compute the bitwise NOT of a and then AND with b, if the result is all zeros, store 1 in and_not, otherwise store 0 in and_not.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_ktest_mask32_u8)","fn _ktest_mask32_u8(a: __mmask32, b: __mmask32, and_not: *mut u8) -> u8",
x86_64,_ktest_mask64_u8,avx512bw,True,stable,avx512bw.rs,"Compute the bitwise AND of 64-bit masks a and b, and if the result is all zeros, store 1 in dst, otherwise store 0 in dst. Compute the bitwise NOT of a and then AND with b, if the result is all zeros, store 1 in and_not, otherwise store 0 in and_not.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_ktest_mask64_u8)","fn _ktest_mask64_u8(a: __mmask64, b: __mmask64, and_not: *mut u8) -> u8",
x86_64,_ktestc_mask32_u8,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise NOT of 32-bit mask a and then AND with 16-bit mask b, if the result is all zeros, store 1 in dst, otherwise store 0 in dst.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_ktestc_mask32_u8)","fn _ktestc_mask32_u8(a: __mmask32, b: __mmask32) -> u8",
x86_64,_ktestc_mask64_u8,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise NOT of 64-bit mask a and then AND with 8-bit mask b, if the result is all zeros, store 1 in dst, otherwise store 0 in dst.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_ktestc_mask64_u8)","fn _ktestc_mask64_u8(a: __mmask64, b: __mmask64) -> u8",
x86_64,_ktestz_mask32_u8,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise AND of 32-bit masks a and  b, if the result is all zeros, store 1 in dst, otherwise store 0 in dst.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_ktestz_mask32_u8)","fn _ktestz_mask32_u8(a: __mmask32, b: __mmask32) -> u8",
x86_64,_ktestz_mask64_u8,avx512bw,False,stable,avx512bw.rs,"Compute the bitwise AND of 64-bit masks a and  b, if the result is all zeros, store 1 in dst, otherwise store 0 in dst.  [Intel's Documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_ktestz_mask64_u8)","fn _ktestz_mask64_u8(a: __mmask64, b: __mmask64) -> u8",
x86_64,_mm512_kunpackw,avx512bw,False,stable,avx512bw.rs,"Unpack and interleave 16 bits from masks a and b, and store the 32-bit result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_kunpackw)","fn _mm512_kunpackw(a: __mmask32, b: __mmask32) -> __mmask32",mov
x86_64,_mm512_kunpackd,avx512bw,False,stable,avx512bw.rs,"Unpack and interleave 32 bits from masks a and b, and store the 64-bit result in k.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_kunpackd)","fn _mm512_kunpackd(a: __mmask64, b: __mmask64) -> __mmask64",mov
x86_64,_mm512_cvtepi16_epi8,avx512bw,False,stable,avx512bw.rs,"Convert packed 16-bit integers in a to packed 8-bit integers with truncation, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_cvtepi16_epi8&expand=1407)",fn _mm512_cvtepi16_epi8(a: __m512i) -> __m256i,vpmovwb
x86_64,_mm512_mask_cvtepi16_epi8,avx512bw,False,stable,avx512bw.rs,"Convert packed 16-bit integers in a to packed 8-bit integers with truncation, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_mask_cvtepi16_epi8&expand=1408)","fn _mm512_mask_cvtepi16_epi8(src: __m256i, k: __mmask32, a: __m512i) -> __m256i",vpmovwb
x86_64,_mm512_maskz_cvtepi16_epi8,avx512bw,False,stable,avx512bw.rs,"Convert packed 16-bit integers in a to packed 8-bit integers with truncation, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_maskz_cvtepi16_epi8&expand=1409)","fn _mm512_maskz_cvtepi16_epi8(k: __mmask32, a: __m512i) -> __m256i",vpmovwb
x86_64,_mm256_cvtepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed 16-bit integers in a to packed 8-bit integers with truncation, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_cvtepi16_epi8&expand=1404)",fn _mm256_cvtepi16_epi8(a: __m256i) -> __m128i,vpmovwb
x86_64,_mm256_mask_cvtepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed 16-bit integers in a to packed 8-bit integers with truncation, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_mask_cvtepi16_epi8&expand=1405)","fn _mm256_mask_cvtepi16_epi8(src: __m128i, k: __mmask16, a: __m256i) -> __m128i",vpmovwb
x86_64,_mm256_maskz_cvtepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed 16-bit integers in a to packed 8-bit integers with truncation, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_maskz_cvtepi16_epi8&expand=1406)","fn _mm256_maskz_cvtepi16_epi8(k: __mmask16, a: __m256i) -> __m128i",vpmovwb
x86_64,_mm_cvtepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed 16-bit integers in a to packed 8-bit integers with truncation, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_cvtepi16_epi8&expand=1401)",fn _mm_cvtepi16_epi8(a: __m128i) -> __m128i,vpmovwb
x86_64,_mm_mask_cvtepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed 16-bit integers in a to packed 8-bit integers with truncation, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_mask_cvtepi16_epi8&expand=1402)","fn _mm_mask_cvtepi16_epi8(src: __m128i, k: __mmask8, a: __m128i) -> __m128i",vpmovwb
x86_64,_mm_maskz_cvtepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed 16-bit integers in a to packed 8-bit integers with truncation, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_maskz_cvtepi16_epi8&expand=1403)","fn _mm_maskz_cvtepi16_epi8(k: __mmask8, a: __m128i) -> __m128i",vpmovwb
x86_64,_mm512_cvtsepi16_epi8,avx512bw,False,stable,avx512bw.rs,"Convert packed signed 16-bit integers in a to packed 8-bit integers with signed saturation, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_cvtsepi16_epi8&expand=1807)",fn _mm512_cvtsepi16_epi8(a: __m512i) -> __m256i,vpmovswb
x86_64,_mm512_mask_cvtsepi16_epi8,avx512bw,False,stable,avx512bw.rs,"Convert packed signed 16-bit integers in a to packed 8-bit integers with signed saturation, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_mask_cvtsepi16_epi8&expand=1808)","fn _mm512_mask_cvtsepi16_epi8(src: __m256i, k: __mmask32, a: __m512i) -> __m256i",vpmovswb
x86_64,_mm512_maskz_cvtsepi16_epi8,avx512bw,False,stable,avx512bw.rs,"Convert packed signed 16-bit integers in a to packed 8-bit integers with signed saturation, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_maskz_cvtsepi16_epi8&expand=1809)","fn _mm512_maskz_cvtsepi16_epi8(k: __mmask32, a: __m512i) -> __m256i",vpmovswb
x86_64,_mm256_cvtsepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed signed 16-bit integers in a to packed 8-bit integers with signed saturation, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_cvtsepi16_epi8&expand=1804)",fn _mm256_cvtsepi16_epi8(a: __m256i) -> __m128i,vpmovswb
x86_64,_mm256_mask_cvtsepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed signed 16-bit integers in a to packed 8-bit integers with signed saturation, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_mask_cvtsepi16_epi8&expand=1805)","fn _mm256_mask_cvtsepi16_epi8(src: __m128i, k: __mmask16, a: __m256i) -> __m128i",vpmovswb
x86_64,_mm256_maskz_cvtsepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed signed 16-bit integers in a to packed 8-bit integers with signed saturation, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_maskz_cvtsepi16_epi8&expand=1806)","fn _mm256_maskz_cvtsepi16_epi8(k: __mmask16, a: __m256i) -> __m128i",vpmovswb
x86_64,_mm_cvtsepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed signed 16-bit integers in a to packed 8-bit integers with signed saturation, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_cvtsepi16_epi8&expand=1801)",fn _mm_cvtsepi16_epi8(a: __m128i) -> __m128i,vpmovswb
x86_64,_mm_mask_cvtsepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed signed 16-bit integers in a to packed 8-bit integers with signed saturation, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_mask_cvtsepi16_epi8&expand=1802)","fn _mm_mask_cvtsepi16_epi8(src: __m128i, k: __mmask8, a: __m128i) -> __m128i",vpmovswb
x86_64,_mm_maskz_cvtsepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed signed 16-bit integers in a to packed 8-bit integers with signed saturation, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_maskz_cvtsepi16_epi8&expand=1803)","fn _mm_maskz_cvtsepi16_epi8(k: __mmask8, a: __m128i) -> __m128i",vpmovswb
x86_64,_mm512_cvtusepi16_epi8,avx512bw,False,stable,avx512bw.rs,"Convert packed unsigned 16-bit integers in a to packed unsigned 8-bit integers with unsigned saturation, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_cvtusepi16_epi8&expand=2042)",fn _mm512_cvtusepi16_epi8(a: __m512i) -> __m256i,vpmovuswb
x86_64,_mm512_mask_cvtusepi16_epi8,avx512bw,False,stable,avx512bw.rs,"Convert packed unsigned 16-bit integers in a to packed unsigned 8-bit integers with unsigned saturation, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_mask_cvtusepi16_epi8&expand=2043)","fn _mm512_mask_cvtusepi16_epi8(src: __m256i, k: __mmask32, a: __m512i) -> __m256i",vpmovuswb
x86_64,_mm512_maskz_cvtusepi16_epi8,avx512bw,False,stable,avx512bw.rs,"Convert packed unsigned 16-bit integers in a to packed unsigned 8-bit integers with unsigned saturation, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_maskz_cvtusepi16_epi8&expand=2044)","fn _mm512_maskz_cvtusepi16_epi8(k: __mmask32, a: __m512i) -> __m256i",vpmovuswb
x86_64,_mm256_cvtusepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed unsigned 16-bit integers in a to packed unsigned 8-bit integers with unsigned saturation, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_cvtusepi16_epi8&expand=2039)",fn _mm256_cvtusepi16_epi8(a: __m256i) -> __m128i,vpmovuswb
x86_64,_mm256_mask_cvtusepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed unsigned 16-bit integers in a to packed unsigned 8-bit integers with unsigned saturation, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_mask_cvtusepi16_epi8&expand=2040)","fn _mm256_mask_cvtusepi16_epi8(src: __m128i, k: __mmask16, a: __m256i) -> __m128i",vpmovuswb
x86_64,_mm256_maskz_cvtusepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed unsigned 16-bit integers in a to packed unsigned 8-bit integers with unsigned saturation, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_maskz_cvtusepi16_epi8&expand=2041)","fn _mm256_maskz_cvtusepi16_epi8(k: __mmask16, a: __m256i) -> __m128i",vpmovuswb
x86_64,_mm_cvtusepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed unsigned 16-bit integers in a to packed unsigned 8-bit integers with unsigned saturation, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_cvtusepi16_epi8&expand=2036)",fn _mm_cvtusepi16_epi8(a: __m128i) -> __m128i,vpmovuswb
x86_64,_mm_mask_cvtusepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed unsigned 16-bit integers in a to packed unsigned 8-bit integers with unsigned saturation, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_mask_cvtusepi16_epi8&expand=2037)","fn _mm_mask_cvtusepi16_epi8(src: __m128i, k: __mmask8, a: __m128i) -> __m128i",vpmovuswb
x86_64,_mm_maskz_cvtusepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Convert packed unsigned 16-bit integers in a to packed unsigned 8-bit integers with unsigned saturation, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_maskz_cvtusepi16_epi8&expand=2038)","fn _mm_maskz_cvtusepi16_epi8(k: __mmask8, a: __m128i) -> __m128i",vpmovuswb
x86_64,_mm512_cvtepi8_epi16,avx512bw,False,stable,avx512bw.rs,"Sign extend packed 8-bit integers in a to packed 16-bit integers, and store the results in dst.  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_cvtepi8_epi16&expand=1526)",fn _mm512_cvtepi8_epi16(a: __m256i) -> __m512i,vpmovsxbw
x86_64,_mm512_mask_cvtepi8_epi16,avx512bw,False,stable,avx512bw.rs,"Sign extend packed 8-bit integers in a to packed 16-bit integers, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_mask_cvtepi8_epi16&expand=1527)","fn _mm512_mask_cvtepi8_epi16(src: __m512i, k: __mmask32, a: __m256i) -> __m512i",vpmovsxbw
x86_64,_mm512_maskz_cvtepi8_epi16,avx512bw,False,stable,avx512bw.rs,"Sign extend packed 8-bit integers in a to packed 16-bit integers, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm512_maskz_cvtepi8_epi16&expand=1528)","fn _mm512_maskz_cvtepi8_epi16(k: __mmask32, a: __m256i) -> __m512i",vpmovsxbw
x86_64,_mm256_mask_cvtepi8_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Sign extend packed 8-bit integers in a to packed 16-bit integers, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_mask_cvtepi8_epi16&expand=1524)","fn _mm256_mask_cvtepi8_epi16(src: __m256i, k: __mmask16, a: __m128i) -> __m256i",vpmovsxbw
x86_64,_mm256_maskz_cvtepi8_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Sign extend packed 8-bit integers in a to packed 16-bit integers, and store the results in dst using zeromask k (elements are zeroed out when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm256_maskz_cvtepi8_epi16&expand=1525)","fn _mm256_maskz_cvtepi8_epi16(k: __mmask16, a: __m128i) -> __m256i",vpmovsxbw
x86_64,_mm_mask_cvtepi8_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs,"Sign extend packed 8-bit integers in a to packed 16-bit integers, and store the results in dst using writemask k (elements are copied from src when the corresponding mask bit is not set).  [Intel's documentation](https://www.intel.com/content/www/us/en/docs/intrinsics-guide/index.html#text=_mm_mask_cvtepi8_epi16&expand=1521)","fn _mm_mask_cvtepi8_epi16(src: __m128i, k: __mmask8, a: __m128i) -> __m128i",vpmovsxbw
